3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
AIF,2139952,149589,511049,1162111,215554,101653,1,1,149589,1,511049,1,1162111,1,1,115461,100094,1,1,101653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,149589,1890271,100094,1,1,1,1,1,1,1,1,1,101653,115461,1262204,660637
HOH,2138711,149098,195257,184030,1,211637,1,644436,149098,195257,1,184030,1,1,1,1,1,1,211637,1,1,1,1,1,1,1,1,1,1,225503,1,129279,1,1,289656,1,1719778,1,129279,1,1,289656,1,1,1,225503,1,340915,1,184030,484912,149098
KSI,2136345,284398,1,1,1,1,1065670,1,284398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1065670,1,1,1,1,1,1,1,1,1,284398,1,1,1065670,786279,1,1,1,1,1,1,786279,1,1065670,1,284398
ASD,2136269,422118,273030,327886,480618,1,477462,155160,422118,1,273030,1,327886,1,1,480618,1,1,1,1,1,1,1,1,1,477462,1,1,1,1,155160,1,1,1,1,1,422118,1236691,477462,1,1,1,1,1,1,1,155160,1,477462,480618,327886,695147
YMU,2134812,1,1,1,1581427,123910,108241,1,1,1,1,1,1,1,1,1,1581427,1,1,1,1,123910,1,1,1,1,1,108241,1,1,1,1,1,1,1,1,1,1,1581427,123910,108241,1,321237,1,1,1,1,1,1,1,2134812,1
SVO,2131543,1945638,1,1,1,185906,1,1,1945638,1,1,1,1,1,1,1,1,1,185906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2131543,1,1,1,1,1,1,1,1,1,1,185906,1,1,1,1945638
CKR,2128914,1,1,1,1,371013,266164,651033,1,1,1,1,1,1,1,1,1,1,1,182584,188430,1,1,1,1,266164,1,1,1,1,1,533406,117628,1,1,1,1,182584,1828704,117628,1,1,1,1,1,559952,280756,533406,566374,188430,1,1
KUB,2128430,1,260863,636283,620377,490029,1,1,1,260863,1,340072,170902,125311,620377,1,1,1,310982,1,1,179048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1653172,170902,125311,179048,1,1,1,1,1,1,1,310982,620377,340072,610811,125311
AKK,2128118,1,103486,625882,701052,1,697701,1,1,103486,1,142219,483664,1,1,701052,1,1,1,1,1,1,1,367015,1,1,330687,1,1,1,1,1,1,1,1,1,612718,1184715,1,330687,1,1,1,1,1,1,367015,1,1,1173956,587149,1
AHS,2126734,162107,252005,1,536868,396740,271029,319917,162107,1,252005,1,1,1,1,369425,1,167444,1,1,1,1,396740,1,1,1,1,1,271029,1,1,1,1,1,1,319917,162107,621429,1,167444,396740,459102,319917,1,1,1,1,1,188074,369425,1,1569237
RMC,2126529,1,1,125913,1,1,1603380,397238,1,1,1,1,125913,1,1,1,1,1,1,1,1,1,1,1,1603380,1,1,1,1,1,397238,1,1,1,1,1,1,2126529,1,1,1,1,1,1,1,1,397238,1603380,1,1,125913,1
LEJ,2126261,1,1,107824,295827,734329,1,639212,1,1,1,1,107824,1,1,1,1,295827,272142,1,1,462188,1,1,1,1,1,1,1,1,639212,1,1,1,1,1,272142,747035,1,758014,349073,1,1,1,1,1,639212,272142,349073,1,570011,295827
CCP,2124732,1721287,106979,296468,1,1,1,1,1721287,106979,1,1,133116,163353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1828265,133116,163353,1,1,1,1,1,1,1,1,1,1,1,240094,1884639
RUO,2119422,1,1,1,160034,1,1,194932,1,1,1,1,1,1,1,160034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194932,1,1,1,160034,1,1,194932,1,1764458,1,1,1,1,227876,1,1891547,1,1
QIN,2119122,514381,1245304,1,1,165130,1,194310,514381,1245304,1,1,1,1,1,1,1,1,165130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194310,1,1924813,1,1,1,1,194310,1,1,1,1,1,165130,1,1,1439613,514381
STV,2116774,111499,1,1,281305,249170,1474803,1,111499,1,1,1,1,1,1,281305,1,1,1,1,1,249170,1,1,1,1356173,118631,1,1,1,1,1,1,1,1,1,111499,281305,1356173,367800,1,1,1,1,1,1,1,1,1356173,399935,249170,111499
OOE,2114210,1,1,1120342,143029,216287,634555,1,1,1,1,1,1120342,1,1,1,143029,1,1,1,1,216287,1,1,1,1,1,634555,1,1,1,1,1,1,1,1,1,1120342,143029,216287,634555,1,1,1,1,1,1,1,1,1,2114210,1
RSS,2108276,642205,1,1,1,711789,1,619539,642205,1,1,1,1,1,1,1,1,1,1,1,711789,1,1,1,1,1,1,1,1,1,1,1,1,619539,1,1,642205,1,711789,1,619539,134746,1,1,1,1,1,1,1,1466072,1,642205
MCP,2108139,483979,1,1,260173,129117,1,1234873,483979,1,1,1,1,1,260173,1,1,1,129117,1,1,1,1,1,1,1,1,1,1,1234873,1,1,1,1,1,1,2108139,1,1,1,1,1,1,1,1,1234873,1,129117,260173,1,1,483979
VOD,2104697,103440,1,1223864,1,1,390211,387185,103440,1,1,1223864,1,1,1,1,1,1,1,1,1,1,1,1,1,390211,1,1,1,1,1,1,387185,1,1,1,1327303,1,390211,387185,1,1,1,1,1,1,1,1,777395,1223864,1,103440
GSL,2101860,1,1,1,1,1,1810161,102831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1810161,1,1,1,1,1,102831,1,1,1,1,1,1,1912991,1,1,188870,1,1,1,1,1,102831,1999030,1,1
YSC,2100574,1,1,1,181487,1,1,414854,1,1,1,1,1,1,1,1,181487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,414854,1,1,1,1,127065,1443688,414854,1,114970,1,1,1,790581,598686,1,414854,114970,181487,1
EKH,2100564,1,1,1,121459,1306424,1,473719,1,1,1,1,1,1,1,1,1,121459,1,1,1306424,1,1,1,1,1,1,1,1,1,1,473719,1,1,1,1,1,1,1780142,121459,1,1,1,1,198965,1,1,473719,1,1505388,1,121459
DEY,2097772,1265374,1,160180,314897,1,1,357324,1265374,1,1,1,1,160180,1,1,1,314897,1,1,1,1,1,1,1,1,1,1,1,1,1,357324,1,1,1,1,1265374,1,517503,314897,1,1,1,1,1,1,1,357324,1,1,1,1740449
SPN,2092908,1,189664,1,1,1171197,579342,152708,1,1,189664,1,1,1,1,1,1,1,1,1,1171197,1,1,1,1,579342,1,1,1,1,1,1,152708,1,1,1,1,189664,1750538,152708,1,1,1,1,1,1,1,1,732049,1171197,1,189664
AAM,2092717,146539,1,130421,1815759,1,1,1,146539,1,1,1,130421,1,1,212064,1,1603696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,146539,342484,1,1603696,1,1,1,1,1,1,1,1,1,212064,130421,1750234
KDR,2090228,1,1,1,1,1,1957605,132624,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1957605,1,1,1,1,1,132624,1,1,1,1,1,1,2090228,1,1,1,1,1,1,1,1,132624,1957605,1,1
WAC,2088534,301736,950324,300379,216151,319948,1,1,301736,950324,1,180706,119674,1,216151,1,1,1,319948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1968861,119674,1,1,1,1,1,1,1,1,1,319948,216151,180706,1069997,301736
KIO,2084961,1,1,1484905,476746,1,1,1,1,1,1,1009193,1,475713,476746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1485938,1,475713,1,1,1,1,123312,1,1,1,1,476746,1132504,1,475713
AMF,2083046,182550,1,1,1,405110,1095893,164241,182550,1,1,1,1,1,1,1,1,1,1,206481,198630,1,1,1,1,1095893,1,1,1,1,1,164241,1,1,1,1,182550,206481,1458762,1,235256,1,1,1,1,1,1,164241,1537628,198630,1,182550
NDG,2082137,1,1,1,1,967278,742336,372525,1,1,1,1,1,1,1,1,1,1,1,193451,773828,1,1,1,1,742336,1,1,1,1,1,372525,1,1,1,1,1,193451,1888687,1,1,1,1,1,1,1,1,372525,935786,773828,1,1
IUL,2079668,1,1,1,1252308,1,827361,1,1,1,1,1,1,1,1,1065573,186736,1,1,1,1,1,1,1,827361,1,1,1,1,1,1,1,1,1,1,1,1,1892933,186736,1,1,1,1,1,1,1,1,827361,1,1065573,186736,1
LDY,2078775,1,1,484211,319898,1,1148802,125867,1,1,1,1,1,484211,1,1,1,319898,1,1,1,1,1,1,1,1,1,1,1148802,1,1,1,1,1,1,125867,1,1,484211,319898,1,1148802,125867,1,1,1,1,1,1,1,1,2078775
HDI,2072737,158128,1,907379,1,483232,1,1,158128,1,1,1,1,907379,1,1,1,1,1,1,1,483232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,158128,1,907379,1007232,1,1,1,1,1,1,524001,1,1,1,483232,1065506
SSS,2072356,423399,1107328,1,1,1,1,1,423399,1107328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1530726,1,1,541631,1,1,1,1,1,311835,1,1,1,1,1107328,423399
WBU,2070363,1,1,1,1,1376614,341465,1,1,1,1,1,1,1,1,1,1,1,1,1,1376614,1,1,1,1,341465,1,1,1,1,1,1,1,1,1,1,1,1,2070363,1,1,1,1,1,1,352286,1,1,341465,1376614,1,1
CPA,2069788,1192402,504965,372423,1,1,1,1,1192402,397987,106979,1,1,372423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1590388,106979,372423,1,1,1,1,1,1,1,1,1,1,1,397987,1671802
OAV,2068861,1,1,1,1466806,1,1,1,1,1,1,1,1,1,1,1466806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1466806,602056,1,1,1,1,1,1,1,1,1,1,1466806,1,1
LKH,2067154,1,1,162582,1,773764,577640,436470,1,1,1,1,1,162582,1,1,1,1,1,347267,426498,1,1,1,1,577640,1,1,1,1,1,436470,1,1,1,1,1,347267,1603187,1,1,116702,1,1,1,1,1,436470,1041607,426498,1,162582
GFE,2067124,1,1,1,1,1,248352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,248352,1,1,1,1,1,1,1,1,1,1,1,1,1942139,1,124986,1,1,1,1,1,1818773,1,248352,1,1
EAE,2062819,169884,299447,1,116680,159252,271623,146962,169884,1,299447,1,1,1,1,1,116680,1,1,1,1,1,159252,1,1,1,1,1,271623,1,1,1,1,1,1,146962,169884,299447,441175,1,159252,271623,146962,221301,217876,1,324496,1,1,1,116680,1621645
IUD,2061871,467509,110953,363393,1120019,1,1,1,467509,110953,1,1,1,363393,1,1120019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,578461,1120019,363393,1,1,1,1,1,1,1,1,1,1,1120019,110953,830901
FST,2061130,110061,1,1,178965,149843,830094,236297,110061,1,1,1,1,1,1,178965,1,1,1,1,149843,1,1,1,1,699517,130578,1,1,1,1,1,236297,1,1,1,110061,178965,1295559,366874,1,1,109675,1,1,1,446201,109675,935813,459384,1,110061
BPA,2056230,158796,1,1,1,636828,106628,1,158796,1,1,1,1,1,1,1,1,1,1,1,636828,1,1,1,1,106628,1,1,1,1,1,1,1,1,1,1,158796,1,1897435,1,1,1,1,1,1,1,1,1,106628,636828,1,158796
HII,2055460,282392,426589,331712,293324,616155,105293,1,282392,128923,297667,1,1,331712,1,293324,1,1,107291,163003,160391,1,185473,1,105293,1,1,1,1,1,1,1,1,1,1,1,518604,859284,492102,1,185473,1,1,1,1,1,1,212583,163003,453714,128923,1097241
HRH,2054250,100263,213437,1,1,1,470144,1,100263,1,213437,1,1,1,1,1,1,1,1,1,1,1,1,1,151018,319127,1,1,1,1,1,1,1,1,1,1,100263,364454,1589535,1,1,1,1,1,1,647989,1,151018,319127,1,1,313699
UKH,2046566,1,1,1,1,623538,709011,600032,1,1,1,1,1,1,1,1,1,1,1,623538,1,1,1,1,555268,1,1,1,153744,1,600032,1,1,1,1,1,1,1892823,1,1,1,153744,1,1,1,1,600032,555268,623538,1,1,153744
GEF,2045648,227541,1,1,132953,1,845938,339175,227541,1,1,1,1,1,132953,1,1,1,1,1,1,1,1,152098,1,1,693841,1,1,1,1,128375,1,210801,1,1,512590,1,128375,795017,210801,398869,1,1,1,1,152098,229551,132953,1303509,1,227541
UML,2045634,804217,1,1,762437,1,100269,1,804217,1,1,1,1,1,112324,396986,253129,1,1,1,1,1,1,1,1,100269,1,1,1,1,1,1,1,1,1,1,916540,396986,353397,1,378714,1,1,1,1,1,1,1,212592,396986,253129,804217
LAA,2045012,136124,1,1,1908889,1,1,1,136124,1,1,1,1,1,143953,1,1764937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,280076,1,1764937,1,1,1,1,1,1,1,1,1,143953,1,1764937,136124
CDS,2043576,1943111,100466,1,1,1,1,1,1943111,1,100466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1943111,100466,1,1,1,1,1,1,1,1,1,1,1,1,1,2043576
EWY,2040209,1,771544,257296,342101,542630,1,126642,1,1,771544,1,1,257296,1,1,1,342101,1,542630,1,1,1,1,1,1,1,1,1,1,1,1,1,126642,1,1,1,1314173,257296,342101,126642,1,1,1,1,1,1,1,542630,126642,1,1370939
CPS,2039568,1263686,775883,1,1,1,1,1,1263686,775883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2039568,1,1,1,1,1,1,1,1,1,1,1,1,1,775883,1263686
TTP,2039329,188712,1850618,1,1,1,1,1,188712,1,1850618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188712,1850618,1,1,1,1,1,1,1,1,1,1,1,1,1,2039329
PLC,2023810,870262,1153549,1,1,1,1,1,870262,1,1153549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,870262,1153549,1,1,1,1,1,1,1,1,1,1,1,1,1,2023810
ZOE,2021192,1103822,1,1,1,1,1,187204,1103822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,187204,1,1103822,1,1,730168,1,187204,1,1,1,1,1,1,1,1,187204,1103822
AIX,2019389,1328083,691307,1,1,1,1,1,1328083,1,691307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1328083,691307,1,1,1,1,1,1,1,1,1,1,1,1,1,2019389
BEO,2018437,126101,1,1,303177,1066761,175718,1,126101,1,1,1,1,1,1,1,303177,1,1066761,1,1,1,1,1,175718,1,1,1,1,1,1,1,1,1,1,1,1539544,175718,303177,1,1,1,1,1,1,1,1,1242478,1,1,303177,126101
IJO,2018193,1,368155,1145790,131728,231652,140872,1,1,1,368155,1,1145790,1,1,1,1,131728,1,1,231652,1,1,1,1,1,1,140872,1,1,1,1,1,1,1,1,1,1513944,231652,131728,140872,1,1,1,1,1,1,1,1,231652,1286661,499882
BSB,2015610,1,1,1,1,1,1633361,382250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1633361,1,1,1,1,1,382250,1,1,1,1,1,1,2015610,1,1,1,1,1,1,1,1,382250,1633361,1,1,1
DYC,2010434,1,824421,1,1,386729,1,1,1,824421,1,1,1,1,1,1,1,1,1,1,1,386729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,824421,1,1,1186014,1,1,1,1,1,1,799286,1,1,1,1211149,1
DPI,2009527,396107,1,1,1,1,566159,726627,396107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,566159,1,1,1,1,1,591649,134979,1,1,396107,1,1,1478443,134979,1,1,1,1,1,1,320637,591649,701137,1,396107
DNO,2008500,1,1,1,365099,372354,649101,108474,1,1,1,1,1,1,1,1,251661,113439,1,1,191280,181075,1,1,1,520278,128824,1,1,1,1,1,1,108474,1,1,1,1,963217,423336,621949,1,1,1,1,1,137261,264887,631607,428576,432735,113439
FCO,2007012,161299,1,115593,1,1,1,1,161299,1,1,1,1,115593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,161299,1,115593,1619206,1,110917,1,1,1,1,404652,1,1,1,1,276891
KOF,1997637,1,311148,1,525608,351892,118309,550169,1,311148,1,1,1,1,110474,1,415135,1,1,1,1,351892,1,1,1,118309,1,1,1,1,1,1,325601,1,224569,1,421621,1,533443,677492,1,224569,1,140516,1,1,1,1,554382,1,1443256,1
KSA,1996755,1,1,176843,1,121684,351792,1033954,1,1,1,1,1,176843,1,1,1,1,1,1,1,121684,1,116817,1,1,234976,1,1,1,1,1,535124,396423,102409,1,116817,1,176843,1046783,553907,102409,1,1,1,1,116817,155002,692608,631398,224092,176843
WOB,1995105,1,1,204714,1146140,248540,395714,1,1,1,1,204714,1,1,1146140,1,1,1,248540,1,1,1,1,395714,1,1,1,1,1,1,1,1,1,1,1,1,1995105,1,1,1,1,1,1,1,1,1,395714,248540,1146140,204714,1,1
NYE,1992537,1176005,1,1,1,816533,1,1,1176005,1,1,1,1,1,1,1,1,1,449085,1,367449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1625089,1,367449,1,1,1,1,1,1,1,1,449085,1,367449,1,1176005
MPF,1992335,1,1,657767,235502,1,731483,256341,1,1,1,1,1,657767,1,1,1,235502,1,1,1,1,1,1,1,731483,1,1,1,1,1,256341,1,1,1,1,1,1,1645589,235502,1,1,1,1,111246,1,1,256341,731483,1,1,1004513
ATW,1988587,1,1,161939,972384,597363,117159,139746,1,1,1,1,161939,1,972384,1,1,1,418526,178838,1,1,1,1,1,117159,1,1,1,1,1,139746,1,1,1,1,1390909,340776,256904,1,1,1,1,1,1,1,1,558271,1268379,1,161939,1
KBI,1988062,1,135694,1,1,1,1,685497,1,135694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,685497,1,1,135694,1,1,750784,1101586,1,1,1,1,1,445240,305545,416090,685497,135694,1
HSA,1984384,234062,1,1,1,1,1,448409,234062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,134633,313777,1,1,234062,1,1,134633,1615691,1,1,1,1,1,1,231323,1205225,313777,1,234062
FAO,1984270,1984270,1,1,1,1,1,1,1984270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1984270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1984270
OBN,1983939,1,1,1,1,1,1,1983939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1983939,1,1,1,1,1,1,1983939,1,1,1,1,1,1,1,1,1983939,1,1,1,1,1,1
EHL,1981072,1,119068,745434,372132,744441,1,1,1,1,119068,1,121789,623646,241640,130493,1,1,1,197124,547318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,241640,568471,1170963,1,1,1,1,1,1,1,1,1,438763,677810,121789,742713
HAJ,1976435,290397,982309,131972,377057,194704,1,1,290397,982309,1,131972,1,1,106064,1,270994,1,1,1,194704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1510739,1,465697,1,1,1,1,1,1,1,1,1,106064,326675,1253302,290397
DHR,1976088,1,1,1,1976088,1,1,1,1,1,1,1,1,1,1,1,1976088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1976088,1,1,1,1,1,1,1,1,1,1,1,1976088,1
MBN,1975125,1,1,1,1,1,1239782,570950,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1239782,1,1,1,1,1,1,570950,1,1,1,1,1,1239782,735344,1,1,1,1,1,1,1,164395,1810731,1,1,1
LZA,1974255,1,1,1,1668204,306052,1,1,1,1,1,1,1,1,1,1,1668204,1,1,1,306052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1974255,1,1,1,1,1,1,1,1,1,1,306052,1668204,1
DTI,1972184,274851,1,1,1,1697334,1,1,274851,1,1,1,1,1,1,1,1,1,1,1,1697334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,274851,1,1697334,1,1,1,1,1,1,1,1,1,1,1697334,1,274851
EHT,1972160,1,378303,1341730,1,252129,1,1,1,1,378303,1,855573,486158,1,1,1,1,1,1,1,1,252129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1233875,486158,1,252129,1,1,1,1,1,1,1,1,1,855573,1116588
XOP,1971966,1,1,1,1,1,1,600236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600236,1,1,1,1,1,387266,1584701,1,1,1,1,1,1,177697,370267,600236,1,1,1,1
EYC,1968132,1,480629,1,1,1,1,786404,1,480629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123941,662464,1,1,1,480629,480438,123941,883127,1,1,1,1,1,480438,220664,123941,662464,1,480629,1
EDC,1967797,387020,1,1,1,1,234112,151719,387020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234112,1,1,1,1,1,151719,1,1,1,1,1,387020,1580778,1,1,1,1,1,1,1,1194949,151719,234112,1,1,1,387020
UYL,1963111,1,1,1,149868,1,1360200,1,1,1,1,1,1,1,1,149868,1,1,1,1,1,1,1,1,1,1,1360200,1,1,1,1,1,1,1,1,1,1,149868,1,1813244,1,1,1,1,1,1,1,453045,1,1510067,1,1
UGB,1961393,1,1,1605216,1,356178,1,1,1,1,1,1,1605216,1,1,1,1,1,1,356178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1961393,1,1,1,1,1,1,1,1,1,1,356178,1,1605216,1
UEH,1960617,1,330997,284971,1,510335,1,1,1,1,330997,1,1,284971,1,1,1,1,1,510335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,841331,284971,1,834317,1,1,1,1,1,1,834317,510335,1,1,615967
ELN,1959071,1,1,1,606539,574625,178942,598968,1,1,1,1,1,1,1,606539,1,1,1,155178,1,1,419448,1,1,1,178942,1,1,1,1,1,150493,448476,1,1,1,761716,1,329434,867923,1,1,1,1,1,1,1,305670,1233955,1,419448
YUK,1958940,1,181418,1449079,328445,1,1,1,1,181418,1,1449079,1,1,134963,193483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1765458,193483,1,1,1,1,1,1,1,1,1,1,134963,1642561,181418,1
PYE,1958445,588604,1,1,1,486754,147111,115966,588604,1,1,1,1,1,1,1,1,1,1,1,486754,1,1,147111,1,1,1,1,1,115966,1,1,1,1,1,1,1471692,1,486754,1,1,1,1,1,1,115966,147111,1,1,486754,1,588604
BBU,1956626,1,1,1,462594,1172672,1,321362,1,1,1,1,1,1,1,1,462594,1,1,1,1172672,1,1,1,1,1,1,1,1,1,1,321362,1,1,1,1,1,1,1956626,1,1,1,1,1,1,1,1,321362,1,1172672,462594,1
OLW,1955923,1,1,1,231528,224150,538844,373842,1,1,1,1,1,1,1,231528,1,1,1,224150,1,1,1,1,1,538844,1,1,1,1,1,373842,1,1,1,1,1,455677,912685,1,587563,1,1,1,1,1,1,373842,1350555,231528,1,1
PYA,1954970,1,1,1,1,136573,1068746,749653,1,1,1,1,1,1,1,1,1,1,136573,1,1,1,1,149215,1,1,919532,1,1,1,1,1,749653,1,1,1,285787,1,1,1669184,1,1,1,1,1,1,149215,136573,749653,919532,1,1
EKN,1954535,1,1,1,1,1,977253,119919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,977253,1,1,1,1,1,1,119919,1,1,1,1,1,977253,977283,1,1,1,1,1,1,256611,1,1097171,1,1,1
PRC,1953794,1953794,1,1,1,1,1,1,1953794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1953794,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1953794
RVY,1952819,1,1,289136,1663684,1,1,1,1,1,1,1,1,289136,1,1,400071,1263614,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,689206,1263614,1,1,1,1,1,1,1,1,1,1,400071,1552749
NBC,1949972,1949972,1,1,1,1,1,1,1949972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1949972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1949972
GYL,1949326,1,1,1,1949326,1,1,1,1,1,1,1,1,1,1,1,1949326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1949326,1,1,1,1,1,1,1,1,1,1,1,1949326,1
APB,1948550,379143,1,1,1,1,129119,1063110,379143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129119,1,1,1,1,1,359490,703621,1,1,1,379143,1,601496,967913,1,1,1,1,1,1,112889,623782,832739,1,1,379143
AJP,1948279,1,1,1,896969,501839,228437,321037,1,1,1,1,1,1,1,896969,1,1,1,501839,1,1,1,1,228437,1,1,1,1,1,321037,1,1,1,1,1,1,1948279,1,1,1,1,1,1,1,1,321037,228437,501839,896969,1,1
ISW,1937835,1,1,1,249701,1,1258483,159161,1,1,1,1,1,1,1,249701,1,1,1,1,1,1,1,1,1,1258483,1,1,1,1,159161,1,1,1,1,1,1,408861,1258483,1,1,270493,1,1,1,1,159161,270493,1258483,249701,1,1
YBI,1936479,1,1,920711,1,1,1015769,1,1,1,1,1,920711,1,1,1,1,1,1,1,1,1,1,1,1,1,1015769,1,1,1,1,1,1,1,1,1,1,920711,1,1015769,1,1,1,1,1,1,1,1,1,1015769,920711,1
YUC,1934730,1,1,502182,1,1432549,1,1,1,1,1,502182,1,1,1,1,1,1,1432549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1934730,1,1,1,1,1,1,1,1,1,1,1432549,1,502182,1,1
LLK,1924206,1,1,1,1,438669,1,1485538,1,1,1,1,1,1,1,1,1,1,1,1,438669,1,1,1,1,1,1,1,1,1,1,1485538,1,1,1,1,1,1,1924206,1,1,1,1,1,1,1,1,1485538,1,438669,1,1
YSU,1922668,1,1,1,1,219083,1088427,1,1,1,1,1,1,1,1,1,1,1,1,219083,1,1,1,1,1,1,1,1088427,1,1,1,1,1,1,1,1,1,219083,1,1,1703586,1,1,1,1,1,1,615160,219083,1,1088427,1
OEY,1922074,1,1772630,149445,1,1,1,1,1,1,1772630,1,1,149445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1772630,149445,1,1,1,1,1,1,1,1,1,1,1,1,1922074
AVL,1921458,146266,1,136846,944762,207214,121983,364392,146266,1,1,1,136846,1,1,944762,1,1,1,207214,1,1,1,1,121983,1,1,1,1,1,364392,1,1,1,1,1,146266,1775193,1,1,1,1,1,1,1,1,364392,121983,207214,944762,136846,146266
MWA,1920081,1,1,1,202254,766415,706409,1,1,1,1,1,1,1,202254,1,1,1,1,1,1,766415,1,1,1,1,706409,1,1,1,1,1,1,1,1,1,202254,1,1,1472823,245006,1,1,1,1,1,1,1,447259,706409,766415,1
HTU,1919635,1,1,1,1,977487,597564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,977487,1,1,1,1,597564,1,1,1,1,1,1,1,1,1,1,1,1,1575050,1,1,344586,1,1,1,1,344586,1,597564,977487,1
